id_campana,fecha,empresa,comunidad_autonoma,sector,canal_marketing,tipo_campana,gasto_campana,ingresos,impresiones,clics,conversiones,responsable,estado_campana
CMP-0267,2023-11-29,TecnoWave,Cataluña,Moda,SEM,Awareness,19252.86,"79.542,45",296980.0,20891.0,4534.0,Ana Fernández,Finalizada
CMP-0007,09/02/2023,Agrocampo,Castilla y León,Agricultura,Marketing de Contenidos,branding,"23.846,79 €","99.541,82",482055.0,2430.0,213.0,Elena Castro,Cancelada
CMP-0559,09/10/2025,Joyería Alba,Galicia,Agricultura,Email Marketing,Lead Generation,8670.98,6897.32,214673.0,7852.0,1931.0,,Cancelada
CMP-1134,19/08/2023,Innovatech Solutions,Asturias,Deporte,GAds,Lead Generation,2402.67,4948.5,1644.0,60.0,9.0,Laura Gómez,Finalizada
CMP-0621,16/05/2024,Ferretería Ibérica,Cantabria,Tecnología,Redes Sociales,Awareness,11276.49,28150.46,128789.0,3117.0,,David López,Finalizada
CMP-0139,29/09/2023,Fintech Nova,Cantabria,Retail,Redes Sociales,Branding,10844.93,7407.48,50403.0,256.0,31.0,carlos ruiz,activa
CMP-0164,11/11/2023,Joyería Alba,madrid,Deporte,Marketing de Contenidos,Lead Generation,7575.54,5324.44,206493.0,9887.0,2091.0,Marta Sánchez,Cancelada
CMP-0713,23/05/2024,Electro Ríos,Región de Murcia,Deporte,Redes Sociales,Branding,€18895.69,78746.65,252250.0,11871.0,931.0,Sara Molina,Activa
CMP-0531,24-02-2023,Viñedos del Valle,Andalucía,Hostelería,Email Marketing,Fidelización,8984.01,20299.56,215593.0,8536.0,1954.0,Javier Torres,Pausada
CMP-1062,24/05/2023,Solaris Energía,Aragón,Agricultura,Email Marketing,Lead Generation,3902.44,€15769.25,74287.0,559.0,52.0,Cristina Ortega,Finalizada
CMP-0044,31/03/2023,Distribuciones Marín,La Rioja,Educación,Televisión,Conversión,24523.21,31953.33,201287.0,4532.0,888.0,Elena Castro,Activa
CMP-0745,27/12/2023,Zapatería Confort,La Rioja,Moda,Email Marketing,Conversión,1856.12,"7.353,21",326053.0,2905.0,485.0,diego romero,Activa
CMP-0732,05/03/2023,Clínica Dental Sonrisa,,Educación,Email Marketing,branding,6185.25,15396.85,261141.0,16447.0,1872.0,Paula Serrano,Pausada
CMP-0320,27/03/2024,TecnoWave,Andalucía,Automoción,Redes Sociales,Conversión,3657.7,9561.34,162023.0,1111.0,175.0,Paula Serrano,Activa
CMP-0894,12/06/2023,Zapatería Confort,Baleares,Agricultura,SEM,Lead Generation,24553.07,56988.69,259778.0,20619.0,838.0,Lucía Herrera,Cancelada
CMP-0772,20/12/2024,Clínica Dental Sonrisa,Asturias,Hostelería,Televisión,Lead Generation,3816.16,3714.75,427908.0,24268.0,1373.0,Cristina Ortega,Activa
CMP-0545,17/04/2023,AGROCAMPO,Región de Murcia,Agricultura,Influencers,Awareness,15281.84,28935.11,,21657.0,3088.0,laura gómez,ACTIVA
CMP-0295,14.01.2024,Bahía Sports,País Vasco,Turismo,SEM,Lead Generation,17760.26,14277.54,449521.0,22634.0,2268.0,Pablo Navarro,Cancelada
CMP-0398,05/11/2024,Fintech Nova,MURCIA,Hostelería,Redes Sociales,Awareness,"24.456,77 €",50871.18,39528.0,2916.0,166.0,Pablo Navarro,Activa
CMP-0541,10-10-2023,Distribuciones Marín,Extremadura,Finanzas,TV,FIDELIZACION,20843.59,56185.03,248872.0,10592.0,1012.0,DAVID LÓPEZ,activa
CMP-0588,04/02/2023,Ferretería Ibérica,Aragón,Agricultura,Email Marketing,Fidelización,7993.07,31198.07,145978.0,11496.0,650.0,Cristina Ortega,ACTIVA
CMP-0663,02/10/2025,Modaline,Comunidad Valenciana,Salud,Radio,Awareness,23877.41,34850.98,132626.0,10086.0,1862.0,Javier Torres,Cancelada
CMP-0020,08/02/2024,Colchones Descanso,Andalucía,Finanzas,Influencers,Fidelización,4913.95,2390.26,229119.0,1174.0,272.0,Ana Fernández,Pausada
CMP-1126,11/09/2024,Verde Natural,Comunidad Valenciana,Educación,Radio,BRANDING,18598.9,30179.19,334828.0,9776.0,149.0,Carlos Ruiz,Cancelada
CMP-0618,15/01/2025,Fintech Nova,Navarra,Moda,Radio,Fidelización,"894,52",1063.57,159336.0,2569.0,33.0,Diego Romero,Pausada
CMP-0659,18/06/2023,AutoMotion SL,Castilla-La Mancha,Retail,Radio,Conversión,"21.156,24 €","71.770,13",460019.0,32918.0,2651.0,David López,FINALIZADA
CMP-0680,10/11/2023,,BALEARES,,Email Marketing,Lead Generation,"6.401,05","28.270,56 €",334312.0,13079.0,3016.0,Javier Torres,Pausada
CMP-1045,09.03.2025,AGROCAMPO S.L.U.,Comunidad Valenciana,Turismo,SEO,Conversión,23812.53,9960.24,383329.0,23058.0,2857.0,álvaro gil,Pausada
CMP-0380,2025-12-28,Solaris Energía,baleares,Finanzas,Email Marketing,Lead Generation,11438.05,50652.17,422755.0,25759.0,3853.0,Javier Torres,Pausada
CMP-1128,07/08/2025,Sabores del Mediterráneo,madrid,Inmobiliario,SEM,Conversión,17620.21,76758.17,403920.0,8201.0,1665.0,Laura Gómez,Finalizada
CMP-0138,26/05/2025,Viñedos del Valle,Comunidad Valenciana,n/a,Email Marketing,Awareness,603.78,2538.06,83328.0,3174.0,32.0,Carlos Ruiz,FINALIZADA
CMP-0504,2025-03-10,Restaurante El Fogón,Asturias,Agricultura,Influencers,Fidelización,20748.04,"76.053,87 €",303461.0,11283.0,2656.0,Elena Castro,Cancelada
CMP-0186,06/09/2025,Muebles Castillo,País Vasco,Alimentación,Email Marketing,Branding,"4.735,16 €",9391.08,239857.0,6089.0,624.0,Paula Serrano,Cancelada
CMP-0940,28/04/2023,Muebles Castillo,Castilla y León,Agricultura,Radio,Lead Generation,22181.13,44585.48,208051.0,4114.0,714.0,DIEGO ROMERO,Finalizada
CMP-0419,23/07/2025,Colchones Descanso,Canarias,Moda,Marketing de Contenidos,Conversión,22005.14,49134.38,302559.0,2399.0,76.0,Diego Romero,Finalizada
CMP-0134,19.12.2024,Nutrisana,Extremadura,,Marketing de Contenidos,Conversión,11088.93,"49.618,77 €",407154.0,26828.0,1619.0,LUCÍA HERRERA,Pausada
CMP-1095,14/06/2023,Urbana Inmobiliaria,Galicia,Belleza,Redes Sociales,Branding,11720.92,47184.3,10632.0,788.0,160.0,Marta Sánchez,Pausada
CMP-0438,25/04/2024,Clínica Dental Sonrisa,CV,,Redes Sociales,BRANDING,,1438.26,65869.0,1696.0,156.0,Elena Castro,Cancelada
CMP-1091,20/10/2024,Electro Ríos,Cataluña,,Radio,Fidelización,21373.11,,135437.0,8564.0,731.0,Javier Torres,Activa
CMP-0328,12.10.2023,Bahía Sports,Navarra,Hostelería,Influencers,Conversión,20507.35,85686.29,251905.0,7838.0,1378.0,Álvaro Gil,Finalizada
CMP-0318,27/01/2025,Byte Studio,Cataluña,Finanzas,Influencers,Awareness,4199.12,3321.73,166503.0,8007.0,927.0,Marta Sánchez,activa
CMP-0813,25/02/2023,EcoHogar,Cantabria,Alimentación,Influencers,Conversión,9160.79,18054.88,318966.0,3709.0,812.0,David López,Activa
CMP-0409,16/03/2023,Zapatería Confort,Galicia,Belleza,SEO,Lead Generation,17423.84,57598.5,259913.0,10534.0,1574.0,Sara Molina,Pausada
CMP-0518,03/08/2023,Ferretería Ibérica,Navarra,Construcción,Influencers,Awareness,5469.39,17043.14,245945.0,16327.0,899.0,Álvaro Gil,Finalizada
CMP-1125,04/03/2025,Muebles Castillo,Galicia,Inmobiliario,Televisión,Conversión,5607.14,19578.43,355051.0,17693.0,3686.0,Álvaro Gil,Cancelada
CMP-0778,21/08/2025,,La Rioja,Construcción,SEO,Lead Generation,16282.45,43797.58,454896.0,5818.0,1192.0,Ana Fernández,finalizada
CMP-1105,20-09-2023,Urbana Inmobiliaria,La Rioja,Automoción,Email Marketing,Fidelización,2085.14,2631.73,253006.0,8331.0,1527.0,,Cancelada
CMP-0448,24/10/2024,Joyería Alba,Cataluña,Deporte,SEM,Lead Generation,17470.13,19555.84,449422.0,20718.0,691.0,Pablo Navarro,finalizada
CMP-0762,30/08/2023,EcoHogar,Cantabria,Tecnología,Email Marketing,branding,6168.9,5703.94,81879.0,635.0,15.0,Miguel Álvarez,Pausada
CMP-0149,17/11/2024,Verde Natural,Asturias,Deporte,SEM,Branding,5978.34,"10.491,86",440678.0,25122.0,309.0,marta sánchez,Finalizada
CMP-0452,12/09/2023,Restaurante El Fogón,Galicia,Finanzas,google ads,Branding,"13.990,29 €",35716.52,426324.0,19080.0,483.0,Marta Sánchez,Activa
CMP-0935,28/09/2025,Modaline,Islas Baleares,Moda,Google Ads,FIDELIZACION,8943.78,36880.75,412420.0,5912.0,871.0,Carlos Ruiz,Cancelada
CMP-0743,14/06/2025,Panadería Trigo Dorado,Castilla y León,Turismo,Influencers,Awareness,9648.08,22788.97,380178.0,14598.0,1631.0,Álvaro Gil,Finalizada
CMP-0958,26/12/2024,Panadería Trigo Dorado,Castilla y León,Moda,tv,Branding,€21351.03,,434770.0,31338.0,6567.0,PABLO NAVARRO,Cancelada
CMP-0366,2024-06-15,,Extremadura,Construcción,Redes Sociales,branding,24174.65,95723.11,98642.0,2054.0,59.0,Cristina Ortega,Cancelada
CMP-1083,06/11/2024,Joyería Alba,Andalucía,Alimentación,Redes Sociales,Awareness,€10226.14,37178.04,121656.0,6700.0,1571.0,Lucía Herrera,Cancelada
CMP-0508,2024-06-05,Óptica Visión Plus,Madrid ,Construcción,Email Marketing,Conversión,"12.200,99 €",35124.47,287014.0,1543.0,208.0,DAVID LÓPEZ,Activa
CMP-0797,19/06/2023,Verde Natural,La Rioja,Hostelería,GOOGLE ADS,Branding,2274.12,2257.47,389625.0,25558.0,3849.0,Miguel Álvarez,Cancelada
CMP-0792,17/12/2023,TransLogic,País Vasco,Finanzas,TV,Conversión,4017.45,2272.77,472965.0,,806.0,Sara Molina,Pausada
CMP-0922,10/01/2024,Urbana Inmobiliaria,Madrid,Construcción,Influencers,Awareness,15572.89,27723.56,191457.0,14755.0,712.0,miguel álvarez,Activa
CMP-0475,06/08/2023,Fintech Nova,Castilla-La Mancha,Deporte,Marketing de Contenidos,fidelizacion,18315.82,27010.29,134711.0,10489.0,1457.0,Diego Romero,Cancelada
CMP-0233,09/03/2025,,Castilla y León,Educación,SEM,Lead Generation,19171.91,12455.13,138100.0,7092.0,214.0,álvaro gil,Pausada
CMP-0794,2023-09-17,Quimera Cosmética,Región de Murcia,Moda,Marketing de Contenidos,Conversión,19359.44,43606.12,48223.0,3404.0,128.0,Paula Serrano,Activa
CMP-0586,03/06/2024,Zapatería Confort,Madrid,Retail,SEM,Lead Generation,5033.24,"13.901,77",172703.0,2082.0,205.0,Miguel Álvarez,Activa
CMP-0952,07/09/2023,Fintech Nova,Islas Baleares,Tecnología,GAds,Branding,2785.4,,474281.0,3014.0,416.0,David López,Pausada
CMP-0159,2025-12-13,Lácteos del Sur,,Finanzas,TV,Awareness,1676.99,1543.49,369963.0,27300.0,5346.0,Marta Sánchez,Cancelada
CMP-0316,20.04.2024,Urbana Inmobiliaria,Aragón,Moda,Marketing de Contenidos,Awareness,18495.19,7217.3,99622.0,968.0,212.0,,Cancelada
CMP-0257,09/07/2024,Dulcería Real,MAD,Turismo,Influencers,BRANDING,22669.8,"56.959,15",134432.0,2389.0,186.0,elena castro,Pausada
CMP-0205,18/03/2025,Solaris Energía,Andalucía,Turismo,SEO,Awareness,13927.4,€36647.07,65110.0,529.0,78.0,Álvaro Gil,Finalizada
CMP-0097,2024-12-07,,,,SEM,branding,3222.48,10124.43,199569.0,14405.0,1508.0,David López,Pausada
CMP-0048,04/09/2024,Viñedos del Valle,Extremadura,Educación,SEM,Lead Generation,"22.549,99 €",70941.5,83324.0,878.0,207.0,Sara Molina,Cancelada
CMP-0852,08/05/2024,Yogures La Pradera,,Retail,Prensa,Conversión,20453.37,"79.573,68",389469.0,15196.0,3433.0,cristina ortega,finalizada
CMP-0385,25/11/2024,Nutrisana,Cantabria,Educación,SEM,Branding,20035.33,61927.4,215263.0,7328.0,1656.0,Lucía Herrera,Activa
CMP-0726,23/05/2025,Constructora Levante,Comunidad Valenciana,Alimentación,SEO,Lead Generation,22576.09,34591.89,85825.0,685.0,105.0,Lucía Herrera,Finalizada
CMP-0178,30/08/2023,Sabores del Mediterráneo,Andalucía,Belleza,SEO,FIDELIZACION,19744.64,33398.69,137108.0,6707.0,813.0,,Terminada
CMP-0329,17/08/2023,Kapital Seguros,La Rioja,Hostelería,TV,Branding,3308.54,2802.06,41711.0,1537.0,296.0,carlos ruiz,Pausada
CMP-0315,12/08/2023,Viñedos del Valle,Región de Murcia,Belleza,Email Marketing,Conversión,,4590.65,94248.0,2509.0,601.0,Ana Fernández,Terminada
CMP-0358,06/11/2023,Zapatería Confort,Cantabria,Retail,SEO,Conversión,7962.66,32242.57,165935.0,10000.0,1279.0,Pablo Navarro,Cancelada
CMP-0348,13.03.2023,Byte Studio,Cataluña,Educación,SEO,Awareness,9202.35,30421.3,431132.0,12120.0,1998.0,Miguel Álvarez,Activa
CMP-0468,06/05/2023,Sabores del Mediterráneo,Cataluña,Turismo,GOOGLE ADS,Awareness,13219.29,42839.32,121834.0,2635.0,295.0,paula serrano,Activa
CMP-0299,16/08/2024,Nutrisana,,Construcción,Redes Sociales,Conversión,,35969.33,178790.0,1972.0,237.0,Carlos Ruiz,Activa
CMP-0681,03/04/2025,Byte Studio,IB,Moda,tv,Lead Generation,"1.255,36",2540.3,461771.0,21062.0,1358.0,Javier Torres,finalizada
CMP-0992,03/10/2024,Farmacia Central,Cantabria,Belleza,SEM,Fidelización,,60286.12,359298.0,,1758.0,Cristina Ortega,Pausada
CMP-0281,01/08/2024,Xtreme Bikes,C. Valenciana,Deporte,Google Ads,Awareness,950.55,2182.85,,,1609.0,Sara Molina,Finalizada
CMP-0752,06/08/2024,Verde Natural,Navarra,,Google Ads,Lead Generation,11319.29,19276.43,321849.0,12720.0,2025.0,Cristina Ortega,Activa
CMP-0791,04/03/2024,Distribuciones Marín,Canarias,Belleza,Redes Sociales,Conversión,4467.29,4285.06,387149.0,3248.0,172.0,Miguel Álvarez,Pausada
CMP-1039,08/01/2023,Colchones Descanso,,Construcción,Prensa,Awareness,€19972.74,41088.6,211332.0,5179.0,991.0,Lucía Herrera,Pausada
CMP-0250,29/12/2024,,Castilla-La Mancha,Automoción,Marketing de Contenidos,Conversión,12879.53,,300189.0,4984.0,94.0,Carlos Ruiz,Finalizada
CMP-0779,06/12/2024,Ferretería Ibérica,Extremadura,Agricultura,Marketing de Contenidos,Awareness,10857.13,31221.67,204155.0,3967.0,542.0,Paula Serrano,Cancelada
CMP-0016,04.06.2023,Hotel Costa Azul,VALENCIA,Inmobiliario,Prensa,Conversión,4207.23,9069.56,370472.0,13735.0,169.0,Javier Torres,Activa
CMP-0160,31/12/2024,Lácteos del Sur,País Vasco,Moda,SEM,Awareness,4520.23,19747.62,,26115.0,4107.0,Miguel Álvarez,activa
CMP-0854,21/02/2024,Lácteos del Sur,Canarias,Turismo,Televisión,Lead Generation,16402.33,"53.313,72 €",128699.0,8262.0,1779.0,David López,Finalizada
CMP-0592,05/07/2023,EcoHogar,Galicia,Turismo,SEO,Lead Generation,8686.09,€37937.89,289703.0,19479.0,3908.0,Elena Castro,FINALIZADA
CMP-0361,16/07/2025,Viñedos del Valle,Comunidad Valenciana,Hostelería,SEM,Awareness,15783.25,22588.0,345484.0,1877.0,,Elena Castro,Cancelada
CMP-0049,21/03/2025,Colchones Descanso,Cataluña,Agricultura,Marketing de Contenidos,Lead Generation,"9.102,19 €",€14041.62,367123.0,9964.0,2438.0,Lucía Herrera,Pausada
CMP-0953,17/10/2025,,La Rioja,,Email Marketing,Branding,10937.05,,418625.0,16556.0,1226.0,Miguel Álvarez,Cancelada
CMP-0331,2023-01-09,Solaris Energía,Galicia,Agricultura,Prensa,Lead Generation,13315.2,44025.5,148274.0,2651.0,506.0,,Pausada
CMP-0589,01/11/2025,Byte Studio,Madrid ,Automoción,Google Ads,Fidelización,18278.14,€11929.57,232968.0,1942.0,303.0,Marta Sánchez,Activa
CMP-0472,03/06/2023,Distribuciones Marín,Navarra,Moda,Prensa,Lead Generation,18569.74,36572.62,359476.0,16153.0,2152.0,MARTA SÁNCHEZ,Activa
CMP-0113,15/10/2025,Joyería Alba,La Rioja,Hostelería,Influencers,Conversión,9640.41,24499.47,188855.0,5312.0,511.0,Diego Romero,ACTIVA
CMP-0339,19/07/2023,Óptica Visión Plus,Baleares,Finanzas,SEO,Conversión,20276.93,55815.52,401682.0,28861.0,2652.0,carlos ruiz,Pausada
CMP-0308,03/02/2025,Ferretería Ibérica,Galicia,Finanzas,Influencers,Awareness,22284.12,20250.77,486980.0,24693.0,1302.0,Miguel Álvarez,Activa
CMP-0227,10/01/2025,Lácteos del Sur,MAD,Tecnología,Prensa,Awareness,17292.42,6046.19,110994.0,3713.0,126.0,Diego Romero,Cancelada
CMP-0423,28/06/2025,Zapatería Confort,Comunidad de Madrid,Hostelería,SEO,Conversión,16097.1,53264.08,470791.0,5983.0,1051.0,carlos ruiz,Activa
CMP-1013,2025-01-28,Sabores del Mediterráneo,MAD,Automoción,TV,Lead Generation,24609.35,"31.833,72 €",78816.0,5864.0,687.0,Lucía Herrera,Activa
CMP-1041,20/02/2024,Quimera Cosmética,,Inmobiliario,Prensa,Fidelización,21010.76,78731.43,,24048.0,5025.0,Pablo Navarro,Finalizada
CMP-0572,11.02.2024,Óptica Visión Plus,Asturias,Deporte,SEO,Awareness,"19.217,68 €",€50391.75,343872.0,2988.0,180.0,Javier Torres,Finalizada
CMP-0768,03/05/2025,Solaris Energía,Canarias,Hostelería,Marketing de Contenidos,BRANDING,10864.27,47001.84,421184.0,27480.0,3804.0,Ana Fernández,Cancelada
CMP-0829,17/11/2025,Wellness Center,País Vasco,Alimentación,Redes Sociales,Branding,"13.447,71 €",56430.26,475003.0,18876.0,3771.0,Álvaro Gil,Pausada
CMP-0907,25.07.2024,Verde Natural,Asturias,Belleza,Google Ads,Lead Generation,11534.69,"39.872,04 €",480747.0,8979.0,887.0,sara molina,Activa
CMP-0396,15/07/2024,Modaline,Madrid,Educación,Prensa,FIDELIZACION,"3.360,29 €",14183.67,449017.0,9922.0,1344.0,Sara Molina,Activa
CMP-0598,26.03.2025,Constructora Levante,Castilla y León,Tecnología,Radio,Conversión,19242.53,35605.55,178679.0,7613.0,79.0,Carlos Ruiz,Cancelada
CMP-1087,24/06/2025,EcoHogar,Andalucía,Deporte,SEM,Fidelización,2623.03,4290.78,120179.0,,1055.0,SARA MOLINA,Pausada
CMP-0128,18/10/2023,Wellness Center,Aragón,Belleza,SEO,fidelizacion,2792.82,5717.17,45512.0,623.0,146.0,Pablo Navarro,activa
CMP-0622,15/04/2023,Ferretería Ibérica,Andalucía,Salud,Radio,branding,5351.75,7088.66,399839.0,19430.0,2359.0,David López,Activa
CMP-0914,16-09-2023,TecnoWave,La Rioja,Deporte,Redes Sociales,Branding,8110.22,28985.19,66779.0,348.0,51.0,David López,Cancelada
CMP-1047,05/03/2023,Sabores del Mediterráneo,Cantabria,,Marketing de Contenidos,Awareness,18091.75,10752.46,189448.0,3740.0,897.0,David López,activa
CMP-0595,13/10/2023,Electro Ríos,Aragón,Hostelería,Redes Sociales,Awareness,,102826.1,104551.0,7983.0,1168.0,Javier Torres,Activa
CMP-0450,20/12/2023,Restaurante El Fogón,Asturias,Hostelería,Google Ads,Lead Generation,6276.02,5014.36,208456.0,8681.0,1520.0,JAVIER TORRES,ACTIVA
CMP-0238,31/01/2023,Joyería Alba,Aragón,Moda,SEM,Lead Generation,"6.876,04",22717.22,381713.0,2143.0,67.0,lucía herrera,Terminada
CMP-0168,24/03/2025,Hotel Costa Azul,Castilla-La Mancha,Construcción,Radio,Branding,8129.79,27265.96,,4248.0,438.0,Sara Molina,Activa
CMP-0612,08/03/2025,,Galicia,Deporte,Email Marketing,Lead Generation,14318.79,"32.676,01 €",48192.0,3681.0,56.0,Marta Sánchez,FINALIZADA
CMP-0747,18/05/2024,Rural Gourmet,Castilla y León,Tecnología,Marketing de Contenidos,branding,6199.75,17716.84,193013.0,9272.0,714.0,Elena Castro,Cancelada
CMP-0081,23/12/2024,Electro Ríos,Extremadura,Turismo,Social Media,Awareness,17998.04,17996.38,,7315.0,147.0,Marta Sánchez,Cancelada
CMP-0415,05/09/2024,Muebles Castillo,Madrid,Retail,Email Marketing,Conversión,"5.792,17",,395092.0,13928.0,2742.0,Diego Romero,Cancelada
CMP-0650,07/11/2023,Modaline,Comunidad Valenciana,,Influencers,Branding,5812.37,24911.88,74131.0,5333.0,211.0,Lucía Herrera,Cancelada
CMP-0301,02/11/2023,TecnoWave,Castilla y León,Agricultura,google ads,Lead Generation,,12195.58,343305.0,18898.0,2267.0,Paula Serrano,Finalizada
CMP-0624,20/06/2025,Hotel Costa Azul,País Vasco,,REDES SOCIALES,Lead Generation,21708.07,29216.73,144830.0,8087.0,1057.0,,Cancelada
CMP-0325,02/09/2023,Panadería Trigo Dorado,Madrid,Tecnología,Marketing de Contenidos,branding,"14.610,43 €",39088.94,455763.0,11094.0,1937.0,MARTA SÁNCHEZ,Pausada
CMP-1079,04/10/2023,Yogures La Pradera,Asturias,Tecnología,Email Marketing,Branding,980.65,993.21,135186.0,7460.0,599.0,Cristina Ortega,Cancelada
CMP-0216,02/06/2025,RURAL GOURMET,La Rioja,Hostelería,Televisión,Fidelización,22569.22,57890.08,1129.0,81.0,15.0,Paula Serrano,Cancelada
CMP-0603,13/07/2023,Óptica Visión Plus,Comunidad Valenciana,,SEM,Awareness,"18.351,23",46452.98,208230.0,4924.0,148.0,David López,Cancelada
CMP-0031,03/07/2024,Farmacia Central,Castilla y León,Deporte,GAds,Conversión,,51829.55,253991.0,10125.0,2107.0,cristina ortega,Pausada
CMP-0243,25/11/2023,Distribuciones Marín,n/a,Construcción,Influencers,Lead Generation,14254.2,36821.54,170201.0,10200.0,775.0,Sara Molina,Pausada
CMP-0709,20/05/2023,Verde Natural,Cataluña,Salud,SEO,fidelizacion,12854.12,,12827.0,708.0,125.0,Javier Torres,Cancelada
CMP-0876,15/04/2023,Clínica Dental Sonrisa,País Vasco,Alimentación,google ads,Branding,22108.94,85387.17,346699.0,5362.0,329.0,Álvaro Gil,ACTIVA
CMP-1133,14/12/2025,Sabores del Mediterráneo,Madrid,Retail,Radio,Conversión,13846.64,42029.87,404408.0,10999.0,899.0,Javier Torres,Cancelada
CMP-0210,27/10/2023,rural gourmet S.L.U.,Castilla-La Mancha,Automoción,SEO,Branding,11266.27,11856.73,497898.0,23618.0,5180.0,Sara Molina,ACTIVA
CMP-0552,13/08/2025,,baleares,Salud,TV,Awareness,"20.932,79 €",80798.25,233183.0,9258.0,1070.0,Carlos Ruiz,Pausada
CMP-1046,02/11/2023,Quimera Cosmética,Cantabria,Educación,Email Marketing,Branding,13240.84,,200506.0,4237.0,525.0,Diego Romero,Cancelada
CMP-0931,03/11/2023,Constructora Levante,Castilla y León,Turismo,Influencers,BRANDING,14636.4,42979.68,347312.0,26405.0,4715.0,Cristina Ortega,Activa
CMP-0436,22/09/2024,Óptica Visión Plus,País Vasco,Deporte,Radio,BRANDING,20392.85,29159.52,110351.0,8248.0,870.0,Ana Fernández,Pausada
CMP-0028,24/03/2023,Agrocampo,Galicia,Deporte,Redes Sociales,Conversión,1491.72,6411.51,118056.0,6346.0,1253.0,,Pausada
CMP-1073,2024-05-21,Panadería Trigo Dorado,Asturias,Retail,SEM,Fidelización,,24192.34,146758.0,1639.0,302.0,David López,Cancelada
CMP-0670,16/02/2024,Lácteos del Sur,Valencia,Turismo,tv,branding,22814.3,60790.67,368658.0,16550.0,1731.0,Diego Romero,Pausada
CMP-0123,18/09/2025,Kapital Seguros,Islas Baleares,Educación,Radio,Fidelización,,6259.47,88164.0,3315.0,368.0,Laura Gómez,Cancelada
CMP-1099,06/01/2023,Verde Natural,La Rioja,Automoción,TV,BRANDING,11425.56,3455.05,450948.0,20725.0,1706.0,Carlos Ruiz,Finalizada
CMP-0463,19-11-2025,Constructora Levante,Región de Murcia,Retail,Email Marketing,Awareness,10171.29,3430.04,226365.0,9485.0,287.0,Ana Fernández,Pausada
CMP-1040,18/07/2025,,La Rioja,,Radio,Awareness,"21.420,83 €",27760.19,436410.0,27283.0,3793.0,Sara Molina,Activa
CMP-1131,17/04/2023,Fintech Nova,Castilla-La Mancha,Agricultura,Marketing de Contenidos,Conversión,€17009.46,29659.52,,15101.0,3281.0,,Cancelada
CMP-1050,24/03/2025,Joyería Alba,Aragón,Tecnología,SEO,Fidelización,21449.35,90276.65,69572.0,1306.0,58.0,paula serrano,Pausada
CMP-0949,27/01/2025,Modaline,Madrid,Agricultura,Marketing de Contenidos,Awareness,10886.52,"44.688,82 €",66808.0,730.0,67.0,Marta Sánchez,Pausada
CMP-0744,13/04/2023,Quimera Cosmética,Navarra,Agricultura,SEM,Lead Generation,9241.38,32298.47,47671.0,,133.0,Sara Molina,finalizada
CMP-0734,27/01/2024,Joyería Alba,Canarias,Salud,Influencers,Fidelización,14941.96,18781.11,486420.0,35477.0,8079.0,Cristina Ortega,Finalizada
CMP-0510,17/05/2025,Dulcería Real,Castilla-La Mancha,Deporte,Influencers,fidelizacion,7927.31,28817.5,379067.0,15764.0,3497.0,Javier Torres,Cancelada
CMP-0203,08/04/2025,Bebidas Norte,Madrid,Construcción,Redes Sociales,FIDELIZACION,1946.96,7302.66,478119.0,11665.0,1202.0,Carlos Ruiz,Pausada
CMP-0404,25.03.2024,Sabores del Mediterráneo,Castilla y León,,SEO,Lead Generation,8349.75,6181.83,459831.0,29516.0,594.0,Miguel Álvarez,Cancelada
CMP-0569,01/01/2025,FINTECH NOVA,Canarias,Moda,Radio,Awareness,21900.97,68013.43,257517.0,16675.0,1736.0,Marta Sánchez,activa
CMP-0600,02/04/2025,Colchones Descanso,Comunidad Valenciana,,Televisión,Branding,"12.772,87 €",40649.08,6575.0,272.0,65.0,Javier Torres,Pausada
CMP-0363,16/05/2025,Yogures La Pradera,Extremadura,Hostelería,Influencers,FIDELIZACION,5156.81,,203970.0,8308.0,1205.0,Javier Torres,Finalizada
CMP-0272,30/08/2023,Fintech Nova S.L.,Galicia,Retail,SEO,Awareness,17772.96,78429.98,1328.0,18.0,2.0,Ana Fernández,activa
CMP-0467,14/04/2024,Yogures La Pradera,Asturias,Retail,SEM,Conversión,€15355.29,16774.27,448699.0,22138.0,3592.0,Diego Romero,Cancelada
CMP-0651,2024-11-30,Kapital Seguros,Asturias,Deporte,SEM,Branding,20591.56,52988.05,320334.0,12517.0,336.0,Miguel Álvarez,Pausada
CMP-1074,03/07/2025,Ferretería Ibérica,Cataluña,Alimentación,Google Ads,Branding,24688.87,€28418.62,,2659.0,155.0,Pablo Navarro,Cancelada
CMP-0756,08/04/2025,Wellness Center,Canarias,Hostelería,SEM,Branding,6950.28,"29.523,04 €",158084.0,6705.0,1232.0,David López,Finalizada
CMP-0273,23-11-2024,Muebles Castillo,La Rioja,Hostelería,Redes Sociales,Lead Generation,10022.02,26953.93,15765.0,1062.0,60.0,Álvaro Gil,Cancelada
CMP-0278,18/11/2025,Urbana Inmobiliaria,BALEARES,Tecnología,SEM,Fidelización,16843.88,"24.341,89 €",83073.0,2120.0,28.0,Elena Castro,Cancelada
CMP-1072,21/07/2024,Yogures La Pradera,Extremadura,Construcción,Redes Sociales,Lead Generation,21885.9,52773.45,94227.0,5587.0,764.0,Javier Torres,Activa
CMP-0013,2024-10-09,Dulcería Real,Aragón,Salud,SEM,Lead Generation,14944.08,43358.79,220294.0,11962.0,1742.0,Pablo Navarro,ACTIVA
